text,context,target
"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",RESTAURANT#PRICES,place
Which of course is not real Kobe but Wagyu beef.,FOOD#QUALITY,NULL
Surprised that a place of this caliber would advertise it as Kobe.,RESTAURANT#MISCELLANEOUS,NULL
Vanison was good but not amazing.,FOOD#QUALITY,Vanison
Bison was quite excellent however.,FOOD#QUALITY,Bison
Dessert: pure disaster.,FOOD#QUALITY,Dessert
Just not good at all.,FOOD#QUALITY,NULL
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#STYLE_OPTIONS,NULL
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#QUALITY,NULL
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#PRICES,restaurant
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#GENERAL,restaurant
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#MISCELLANEOUS,The Four Seasons
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#PRICES,The Four Seasons
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#GENERAL,NULL
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#PRICES,NULL
"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,food
"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,dessserts
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE#GENERAL,environment
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,RESTAURANT#MISCELLANEOUS,NULL
"If you are going for the food, it will not be worth it.",FOOD#QUALITY,food
"You would think they would make up for it with service, sadly, no.",SERVICE#GENERAL,service
"Service was just ok, it is not what you'd expect for $500.",SERVICE#GENERAL,Service
"Service was just ok, it is not what you'd expect for $500.",RESTAURANT#PRICES,NULL
Terrible Waste of money.. scammers,RESTAURANT#GENERAL,NULL
Terrible Waste of money.. scammers,RESTAURANT#PRICES,NULL
I agree that dining at Casa La Femme is like no other dining experience!,RESTAURANT#GENERAL,Casa La Femme
I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#GENERAL,NULL
I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#PRICES,NULL
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#GENERAL,Casa La Femme
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#PRICES,Casa La Femme
"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#GENERAL,NULL
"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#PRICES,NULL
And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#GENERAL,NULL
And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#PRICES,NULL
We did arrive late for our reservation so I can not complain too much about the wait for a table.,SERVICE#GENERAL,wait
Although we were told 10-15 minutes and it was more like 45 minutes.,SERVICE#GENERAL,NULL
We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT#GENERAL,NULL
The place is beautiful!,AMBIENCE#GENERAL,place
The hostess was very pleasant.,SERVICE#GENERAL,hostess
"However, our $14 drinks were were horrible!",DRINKS#QUALITY,drinks
"However, our $14 drinks were were horrible!",DRINKS#PRICES,drinks
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",SERVICE#GENERAL,NULL
Our experience did not ever get any better.,RESTAURANT#GENERAL,NULL
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,SERVICE#GENERAL,NULL
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,SERVICE#GENERAL,waiter
After the 4th time i asked again and the waiter than said after our dinner.,SERVICE#GENERAL,waiter
We asked for beverages and never received them.,SERVICE#GENERAL,NULL
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,SERVICE#GENERAL,waiter
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,FOOD#QUALITY,chicken
I would not expect this for a $55 dinner.,FOOD#QUALITY,dinner
I would not expect this for a $55 dinner.,FOOD#PRICES,dinner
By the time we finished our dinner we still had not received one beverage NOR hooka!,SERVICE#GENERAL,NULL
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,SERVICE#GENERAL,NULL
The only beverage we did receive was water in dirty glasses!,SERVICE#GENERAL,NULL
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,SERVICE#GENERAL,NULL
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,RESTAURANT#MISCELLANEOUS,NULL
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",FOOD#QUALITY,food
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#PRICES,NULL
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#MISCELLANEOUS,NULL
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,FOOD#QUALITY,meal
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,RESTAURANT#PRICES,NULL
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#GENERAL,restaurant
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#PRICES,restaurant
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#GENERAL,NULL
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#PRICES,NULL
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,SERVICE#GENERAL,NULL
I wish I COULD be refunded!,RESTAURANT#GENERAL,NULL
Don't go with a larger group than 4! ,RESTAURANT#MISCELLANEOUS,NULL
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE#GENERAL,NULL
The menu is fairly simple without much descriptions. ,FOOD#STYLE_OPTIONS,menu
"There was no tap beer that evening, which was a disappointment. ",DRINKS#STYLE_OPTIONS,beer
"Not much of a selection of bottled beer either, we went with Brahma. ",DRINKS#STYLE_OPTIONS,selection of bottled beer
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,FOOD#QUALITY,fried oysters and clams
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,FOOD#STYLE_OPTIONS,fried oysters and clams
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,SERVICE#GENERAL,NULL
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#STYLE_OPTIONS,lobster knuckles
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#QUALITY,lobster knuckles
"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",FOOD#STYLE_OPTIONS,"""salt encrusted shrimp"" appetizer"
"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",SERVICE#GENERAL,NULL
The food arrived in about 15 minutes. ,SERVICE#GENERAL,NULL
I had the Thai style Fried Sea Bass...which was very good. ,FOOD#QUALITY,Thai style Fried Sea Bass
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,food
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,grilled Mahi Mahi
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#STYLE_OPTIONS,grilled Mahi Mahi
I heard the lobster roll was excellent. ,FOOD#QUALITY,lobster roll
"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",SERVICE#GENERAL,NULL
"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#QUALITY,food
"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#PRICES,food
"Service not the friendliest to our ""large party""! ",SERVICE#GENERAL,Service
Probably would not go back here.,RESTAURANT#GENERAL,NULL
Great Indian food,FOOD#QUALITY,Indian food
"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",FOOD#QUALITY,Food
"Very ""normal Indian food"", but done really well.",FOOD#STYLE_OPTIONS,Indian food
"Very ""normal Indian food"", but done really well.",FOOD#QUALITY,Indian food
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#GENERAL,place
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#PRICES,place
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",FOOD#PRICES,chicken tikka masala
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",AMBIENCE#GENERAL,feel
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",SERVICE#GENERAL,waiters
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,SERVICE#GENERAL,NULL
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,RESTAURANT#PRICES,NULL
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",FOOD#QUALITY,Indian food
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",RESTAURANT#PRICES,place
One of the BEST,RESTAURANT#GENERAL,NULL
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",RESTAURANT#GENERAL,Bukhara Grill
The lunch buffet is expensive but is deff worth it.,FOOD#PRICES,lunch buffet
The lunch buffet is expensive but is deff worth it.,FOOD#QUALITY,lunch buffet
We have gone for dinner only a few times but the same great quality and service is given.,SERVICE#GENERAL,service
We have gone for dinner only a few times but the same great quality and service is given.,FOOD#QUALITY,dinner
Bukhara is on my top 5 Indian places in NYC,RESTAURANT#GENERAL,Bukhara
Wretched and retching,RESTAURANT#GENERAL,NULL
I have never been so disgusted by both food an service.,FOOD#QUALITY,food
I have never been so disgusted by both food an service.,SERVICE#GENERAL,service
For starters they delivered us someone else's order.,SERVICE#GENERAL,NULL
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,kimchee
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,Korean fair
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",FOOD#QUALITY,food
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",SERVICE#GENERAL,NULL
None was made so i hung up.,SERVICE#GENERAL,NULL
Less than three minutes passed before I found myself doubled over the toilet.,FOOD#QUALITY,NULL
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",FOOD#QUALITY,meal
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",SERVICE#GENERAL,NULL
"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",RESTAURANT#GENERAL,restaurant
Eat at your own risk.,FOOD#QUALITY,NULL
Gorgeous place ideal for a romantic dinner,AMBIENCE#GENERAL,place
Gorgeous place ideal for a romantic dinner,RESTAURANT#MISCELLANEOUS,place
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,FOOD#QUALITY,four course prix fix menu
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,AMBIENCE#GENERAL,white organza tent
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,service
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,waiter
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,RESTAURANT#MISCELLANEOUS,Casa La Femme
More Williamsburg Garbage,RESTAURANT#GENERAL,NULL
The dishes came out around 5 minutes apart.,SERVICE#GENERAL,NULL
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#QUALITY,bibimbap
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#STYLE_OPTIONS,stone bowl
Too bad I had paid an extra $2 for the stone bowl.,FOOD#PRICES,stone bowl
The nakgi-bokum was horrible.,FOOD#QUALITY,nakgi-bokum
Easily the worst stir-fried squid I've ever tasted.,FOOD#QUALITY,stir-fried squid
The sauce tasted more like Chinese fast food than decent Korean.,FOOD#QUALITY,sauce
"The side dishes were passable, and I did get a refill upon request.",FOOD#QUALITY,side dishes
"The side dishes were passable, and I did get a refill upon request.",FOOD#STYLE_OPTIONS,side dishes
The real problem I had with this place was the complete lack of service.,SERVICE#GENERAL,service
She just nodded and walked off.,SERVICE#GENERAL,NULL
"As to my comment about the food, no apology or acknowledgment was made.",SERVICE#GENERAL,NULL
My wife had barely touched that mess of a dish.,FOOD#QUALITY,dish
We were charged full price.,SERVICE#GENERAL,NULL
Lives up to the hype,RESTAURANT#GENERAL,NULL
We've tried before but it always packed and doesn't take reservations.,RESTAURANT#MISCELLANEOUS,NULL
It was well worth the wait.,RESTAURANT#GENERAL,NULL
The wife had the risotto which was amazing.,FOOD#QUALITY,risotto
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#STYLE_OPTIONS,NULL
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#QUALITY,NULL
The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,farro salad
The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,mashed yukon potatoes
i love margherita pizza – i looove east village pizza,RESTAURANT#GENERAL,east village pizza
i love margherita pizza – i looove east village pizza,FOOD#QUALITY,margherita pizza
"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT#GENERAL,place
A quintessential slice of NYC pizza.,FOOD#QUALITY,slice of NYC pizza
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,crust
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,sauce
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,cheese
"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,margherita pizza
"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,NULL
Possibly the Most Romantic Restaurant in the City,AMBIENCE#GENERAL,Restaurant
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",RESTAURANT#GENERAL,modern Japanese brasserie
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE#GENERAL,modern Japanese brasserie
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",LOCATION#GENERAL,spot
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,unmarked wooden doors
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,décor
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,private booths
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,glass ceilings
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,AMBIENCE#GENERAL,NULL
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,SERVICE#GENERAL,waiter
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#PRICES,BBE $29 fixe prix menu
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#STYLE_OPTIONS,BBE $29 fixe prix menu
We started off with a delightful sashimi amuse bouche.,FOOD#QUALITY,sashimi amuse bouche
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,Grilled Black Cod
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,Grilled Salmon dish
The sake’s complimented the courses very well and is successfully easing me into the sake world.,DRINKS#QUALITY,sake’s
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,frozen black sesame mousse
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,matcha (powdered green tea) and blueberry cheesecake
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#GENERAL,brasserie
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#PRICES,brasserie
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT#GENERAL,Zenkichi
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",AMBIENCE#GENERAL,Zenkichi
Terrible would be a compliment!,RESTAURANT#GENERAL,NULL
"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",SERVICE#GENERAL,service
We paid a fixed pricce but got nothing!!,SERVICE#GENERAL,NULL
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE#GENERAL,NULL
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,service
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",DRINKS#PRICES,drinks
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",FOOD#PRICES,pita bread
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,NULL
Stay away,RESTAURANT#GENERAL,NULL
Great Shabu Shabu,FOOD#QUALITY,Shabu Shabu
I love it.,RESTAURANT#GENERAL,NULL
I tried a couple other dishes but wasn't too impressed.,FOOD#QUALITY,dishes
"But for the Shabu Shabu, you won't find much better in NY.",FOOD#QUALITY,Shabu Shabu
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,meat
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,sauces
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",SERVICE#GENERAL,service
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#STYLE_OPTIONS,meal
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,kimchi
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,salad
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,Korean food
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,fusion twists
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,pork belly tacos
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,hot dogs
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,pork croquette sandwich
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,bun
Restaurant with a view,LOCATION#GENERAL,view
The food tasted very good.,FOOD#QUALITY,food
The family seafood entree was very good.,FOOD#QUALITY,family seafood entree
The main entree was also very good.,FOOD#QUALITY,main entree
"Price is high but the food is good, so I would come back again.",FOOD#QUALITY,food
"Price is high but the food is good, so I would come back again.",FOOD#PRICES,food
"Price is high but the food is good, so I would come back again.",RESTAURANT#GENERAL,NULL
This place doesn't make any sense,RESTAURANT#GENERAL,place
Just want to warn you all - don't waste your time and money.,RESTAURANT#GENERAL,NULL
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,decor
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,mirrored walls
This place is not inviting and the food is totally weird.,AMBIENCE#GENERAL,place
This place is not inviting and the food is totally weird.,FOOD#QUALITY,food
The concept of japanese tapas is newly created and clearly doesn't work.,FOOD#STYLE_OPTIONS,japanese tapas
"The food they serve is not comforting, not appetizing and uncooked.",FOOD#QUALITY,food
Good Food,FOOD#QUALITY,Food
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",FOOD#QUALITY,food
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",AMBIENCE#GENERAL,sitting space
Over all it was a very nice romantic place .,RESTAURANT#GENERAL,place
Over all it was a very nice romantic place .,AMBIENCE#GENERAL,place
Loved it,RESTAURANT#GENERAL,NULL
A coworker and I tried Pacifico after work a few Fridays and loved it.,RESTAURANT#GENERAL,Pacifico
The atmosphere was great.,AMBIENCE#GENERAL,atmosphere
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",FOOD#QUALITY,food
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",DRINKS#QUALITY,margaritas
"Our waitress wasn't mean, but not especially warm or attentive either.",SERVICE#GENERAL,waitress
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",RESTAURANT#GENERAL,restaurant
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",AMBIENCE#GENERAL,patio
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",RESTAURANT#GENERAL,NULL
Dumbfoundingly Poor,RESTAURANT#GENERAL,NULL
"This was, from start to finish, a mind-bogglingly uncomfortable experience.",RESTAURANT#GENERAL,NULL
Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,SERVICE#GENERAL,NULL
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE#GENERAL,servers
Polite acknowledgement is out;,SERVICE#GENERAL,NULL
supercilious scorn is in.,SERVICE#GENERAL,NULL
"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",SERVICE#GENERAL,NULL
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",SERVICE#GENERAL,server
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",FOOD#QUALITY,appetizer
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",FOOD#QUALITY,food
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",SERVICE#GENERAL,NULL
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,fit-out
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,furnishings
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",DRINKS#STYLE_OPTIONS,wine list
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",SERVICE#GENERAL,NULL
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#PRICES,NULL
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#GENERAL,NULL
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",SERVICE#GENERAL,NULL
"On that scale, it's a world-beater.",RESTAURANT#GENERAL,NULL
How is this palce still open?,RESTAURANT#GENERAL,palce
I honestly don't even know where to begin.,RESTAURANT#GENERAL,NULL
"We arrived and were seated immediately, which made us both happy.",SERVICE#GENERAL,NULL
Everything was going good until we got our meals.,RESTAURANT#GENERAL,NULL
Everything was going good until we got our meals.,FOOD#QUALITY,meals
I took one look at the chicken and I was appalled.,FOOD#STYLE_OPTIONS,chicken
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#STYLE_OPTIONS,NULL
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#QUALITY,spinach
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#QUALITY,salmon
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#PRICES,salmon
"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",SERVICE#GENERAL,waitress
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FOOD#QUALITY,spinach
